               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.024777,            0.018973,           0.0014971,             0.84278,             0.74997,             0.81902,             0.52649,            0.029786,            0.023953,           0.0056207,              0.0034,              0.0034,              0.0034
                  52,            0.025289,            0.018671,           0.0016586,             0.88444,             0.72341,             0.81063,             0.53096,            0.029503,            0.024248,           0.0054478,            0.003268,            0.003268,            0.003268
                  53,            0.024912,            0.018996,           0.0013956,             0.86192,             0.73954,             0.81679,              0.5321,            0.029554,            0.023855,           0.0053913,            0.003136,            0.003136,            0.003136
                  54,            0.024959,            0.019451,           0.0015046,             0.89031,             0.73286,             0.82249,              0.5366,            0.029501,            0.023743,           0.0055495,            0.003004,            0.003004,            0.003004
                  55,            0.024728,            0.019142,           0.0014232,              0.8858,             0.73626,             0.81495,             0.52972,            0.029634,            0.023921,           0.0056645,            0.002872,            0.002872,            0.002872
                  56,             0.02464,            0.018943,           0.0014652,             0.86758,             0.73941,             0.81447,             0.52902,            0.029499,             0.02377,           0.0053393,             0.00274,             0.00274,             0.00274
                  57,            0.024761,            0.018463,            0.001406,             0.87797,             0.73749,             0.82731,             0.53798,            0.029018,            0.023675,            0.005447,            0.002608,            0.002608,            0.002608
                  58,            0.024481,            0.018941,           0.0013756,             0.87817,             0.74079,              0.8248,             0.53934,            0.029029,            0.023724,            0.005195,            0.002476,            0.002476,            0.002476
                  59,             0.02492,            0.018897,           0.0013686,             0.86738,             0.72069,             0.80754,              0.5262,            0.029501,            0.023996,           0.0059336,            0.002344,            0.002344,            0.002344
                  60,            0.024717,            0.018688,           0.0012228,             0.85849,             0.73204,             0.81025,             0.53417,            0.029263,            0.023786,           0.0055945,            0.002212,            0.002212,            0.002212
                  61,            0.024443,            0.018261,           0.0013167,             0.85024,             0.74295,             0.81759,             0.53448,            0.029514,            0.024158,           0.0058029,             0.00208,             0.00208,             0.00208
                  62,            0.024499,            0.018259,           0.0015144,             0.87055,             0.73446,             0.81261,             0.53091,            0.029185,             0.02388,           0.0061605,            0.001948,            0.001948,            0.001948
                  63,            0.023623,            0.018462,            0.001295,             0.88287,             0.73267,              0.8241,               0.538,            0.029174,            0.023483,           0.0049134,            0.001816,            0.001816,            0.001816
                  64,            0.023452,            0.017761,           0.0012391,             0.88743,             0.72881,              0.8227,             0.54126,            0.029048,             0.02364,           0.0052352,            0.001684,            0.001684,            0.001684
                  65,            0.023536,            0.017575,           0.0013001,             0.89678,             0.73045,             0.81788,             0.53716,            0.029219,            0.023711,             0.00531,            0.001552,            0.001552,            0.001552
                  66,             0.02397,            0.018268,           0.0012707,             0.86766,             0.73749,             0.81385,             0.53592,            0.029126,            0.023481,           0.0051214,             0.00142,             0.00142,             0.00142
                  67,            0.023956,            0.018156,            0.001142,               0.895,             0.72471,             0.81331,             0.53438,            0.029035,            0.023911,            0.005287,            0.001288,            0.001288,            0.001288
                  68,            0.024019,            0.018165,           0.0013852,             0.89692,              0.7209,             0.81535,              0.5352,            0.029048,            0.023763,           0.0055182,            0.001156,            0.001156,            0.001156
                  69,            0.023589,            0.017735,           0.0011945,             0.89441,             0.73045,             0.81948,             0.53509,             0.02913,            0.023809,           0.0058762,            0.001024,            0.001024,            0.001024
                  70,            0.023417,            0.017366,           0.0011427,             0.87377,             0.73744,             0.81401,             0.53581,            0.029074,            0.023837,           0.0060348,            0.000892,            0.000892,            0.000892
                  71,            0.022945,            0.017098,           0.0010936,             0.88071,             0.73401,             0.81769,             0.53499,             0.02911,            0.024014,           0.0056652,             0.00076,             0.00076,             0.00076
                  72,            0.023868,            0.017709,           0.0011525,             0.88588,             0.73745,             0.81944,             0.53749,            0.028947,             0.02395,           0.0056509,            0.000628,            0.000628,            0.000628
                  73,            0.023554,             0.01771,           0.0012078,              0.8851,             0.73041,             0.81848,             0.53826,            0.028986,            0.023806,           0.0058395,            0.000496,            0.000496,            0.000496
                  74,            0.023673,             0.01802,           0.0011367,             0.87782,             0.74272,             0.81715,              0.5399,            0.028923,            0.023725,           0.0057891,            0.000364,            0.000364,            0.000364
