               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.085529,             0.04593,            0.018602,             0.79301,             0.26136,             0.31948,              0.1234,            0.066738,            0.034664,            0.020748,             0.07024,           0.0033067,           0.0033067
